	mut15	mut15	mut1	mut1	mut2	mut2	mut3	mut3	mut4	mut4	mut5	mut5	mut6	mut6	mut7	mut7	mut8	mut8	mut9	mut9	mut10	mut10	mut11	mut11	mut12	mut12	mut13	mut13	mut14	mut14
cell431	0	52	10	31	45	0	49	15	65	0	46	0	49	3	55	0	45	0	42	2	50	0	60	0	53	0	61	0	45	4
cell432	0	41	10	42	39	4	43	4	30	0	58	0	44	0	53	0	44	0	53	0	51	0	38	14	50	0	51	0	50	3
cell433	0	53	44	0	39	0	49	0	48	0	49	1	2	36	54	0	58	1	47	0	51	0	48	0	50	0	48	0	50	0
cell434	0	47	48	0	59	0	56	0	45	0	55	0	41	0	46	0	55	2	51	0	48	8	52	0	37	6	50	0	59	0
cell435	1	50	27	15	55	0	35	16	46	5	46	1	41	0	48	9	43	0	52	0	53	0	61	0	57	0	50	0	55	2
cell436	0	53	17	32	24	32	48	0	43	0	51	0	46	0	41	6	25	30	52	0	49	0	62	1	30	13	48	0	47	0
cell437	0	41	48	3	58	1	12	31	35	10	41	0	47	0	48	0	51	0	44	1	47	0	55	0	58	0	43	2	56	0
cell438	0	46	45	5	45	0	25	21	43	4	46	4	42	1	63	0	34	0	48	0	50	0	42	0	42	1	58	0	44	0
cell439	0	52	25	18	50	0	44	9	56	8	47	3	44	1	54	3	50	0	57	0	43	0	59	0	62	0	45	0	60	0
cell440	0	43	43	5	45	0	16	38	33	26	40	0	66	0	48	1	38	0	36	0	49	0	42	0	44	0	68	0	53	0
cell441	0	46	16	42	56	0	46	0	54	0	49	0	43	1	43	0	48	0	51	0	52	0	44	0	48	0	52	0	59	0
cell442	1	39	45	10	44	0	12	44	38	11	34	17	47	0	56	0	35	2	64	0	30	0	47	0	54	1	34	0	53	1
cell443	0	53	43	6	57	0	26	36	46	18	54	6	59	2	55	0	64	0	53	2	47	0	53	0	43	0	48	0	35	0
cell444	0	52	43	6	50	0	2	53	30	19	13	29	43	0	57	2	60	0	49	0	52	3	54	0	47	7	48	0	56	0
cell445	6	40	26	19	48	0	14	41	21	13	41	6	54	2	49	0	46	0	66	0	57	0	56	0	56	1	53	0	46	12
cell446	0	44	40	6	44	0	23	16	28	23	40	0	42	0	62	0	40	1	42	7	64	0	44	0	46	0	56	0	46	0
cell447	0	36	1	50	55	0	40	17	37	0	47	0	49	0	61	0	50	0	45	2	42	0	56	0	49	0	50	0	54	0
cell448	0	71	28	25	40	0	10	41	29	29	48	2	35	2	53	0	53	0	34	0	47	0	54	0	53	0	43	2	49	0
cell449	0	53	54	0	58	0	8	29	22	28	49	5	45	0	43	4	43	0	43	0	50	0	44	0	38	0	47	0	54	3
cell450	0	61	50	6	45	0	37	23	43	8	35	0	49	0	46	0	54	0	56	0	63	0	64	0	46	0	43	0	46	0
cell451	0	65	55	2	41	0	13	21	51	0	46	0	49	5	38	0	45	0	47	0	45	0	56	1	22	20	66	0	58	0
cell452	0	45	13	52	58	0	50	3	45	5	58	0	53	0	50	0	46	0	54	0	57	0	59	5	44	2	42	0	43	0
cell453	0	50	6	40	57	0	50	4	45	0	56	0	54	0	44	0	47	0	45	0	38	0	51	0	48	6	48	0	41	5
cell454	0	54	16	28	44	0	53	0	46	0	42	2	52	0	57	0	55	0	49	0	44	0	45	0	43	0	46	0	43	0
cell455	0	53	37	11	40	0	20	42	57	0	33	0	62	0	34	7	48	0	59	0	56	0	47	2	36	24	60	0	45	0
cell456	0	57	50	1	56	0	50	0	43	0	47	0	47	0	45	0	48	0	49	0	52	0	41	3	36	1	51	0	49	0
cell457	1	40	45	1	50	0	18	29	41	1	45	0	55	0	50	2	52	0	37	0	61	1	53	0	16	17	42	1	51	0
cell458	1	46	55	0	60	0	54	1	51	0	58	0	39	9	43	0	60	0	61	0	50	0	47	0	47	0	44	0	53	0
cell459	0	40	58	0	52	0	55	0	61	0	48	0	22	30	52	1	41	2	45	0	44	1	61	0	40	4	54	0	51	0
cell460	0	45	27	24	47	0	37	14	49	2	48	3	53	0	56	0	45	0	35	0	50	7	55	0	63	0	50	0	47	3
cell461	0	50	42	3	53	0	31	33	48	0	50	0	43	0	40	0	45	8	55	0	44	0	43	4	28	13	53	0	52	0
cell462	2	39	47	5	49	0	12	36	27	33	34	13	59	0	57	0	49	0	46	1	37	0	41	0	56	0	47	0	48	9
cell463	0	47	54	0	53	0	60	0	61	0	52	0	15	31	54	2	47	0	48	0	54	0	50	0	61	0	57	0	46	0
cell464	0	35	28	24	50	0	47	0	57	2	50	0	48	0	49	0	48	1	55	0	60	0	37	11	57	1	50	8	58	0
cell465	0	46	18	37	47	9	34	5	52	0	49	0	42	0	54	0	46	0	52	0	53	0	44	3	49	0	45	0	48	0
cell466	0	46	37	20	64	0	56	0	59	0	47	0	65	0	50	0	38	8	58	0	58	4	43	3	46	0	46	0	41	0
cell467	1	52	41	9	50	0	11	41	26	10	32	3	60	0	58	4	42	0	60	0	59	1	44	0	55	0	50	1	41	9
cell468	0	36	6	41	48	0	47	0	54	0	51	0	46	0	53	0	52	4	40	3	37	0	33	21	50	0	54	0	40	0
cell469	0	61	7	43	50	0	54	0	56	0	33	3	39	1	58	0	60	0	39	0	76	0	37	24	43	0	44	0	57	2
cell470	0	52	36	2	48	0	16	32	28	14	32	26	51	0	56	0	49	1	39	7	41	2	35	1	50	0	61	0	31	9
cell471	0	49	40	5	42	0	18	48	21	19	40	0	55	0	51	0	47	0	51	4	51	0	44	0	37	1	49	0	57	1
cell472	0	42	46	0	41	0	6	37	41	0	49	0	46	0	44	0	48	0	53	0	47	2	49	0	22	17	53	0	60	1
cell473	0	45	5	52	4	37	51	0	44	4	49	0	52	0	53	0	28	9	56	0	49	0	51	0	43	0	48	0	68	0
cell474	0	56	9	40	21	23	39	3	50	0	61	0	60	2	37	13	49	8	51	0	50	0	56	0	42	3	51	0	49	0
cell475	0	42	0	45	43	0	52	0	45	0	51	0	48	0	58	1	43	0	45	0	58	0	16	36	65	0	57	0	49	0
cell476	0	47	29	17	37	0	26	27	39	17	29	15	54	0	48	0	32	0	49	1	56	0	47	0	47	0	40	2	42	0
cell477	0	45	21	30	43	0	36	23	58	0	46	0	39	0	40	0	49	0	38	0	45	0	46	1	41	0	59	0	55	0
cell478	0	59	21	33	35	20	49	1	66	0	35	5	50	0	46	0	44	0	61	0	46	0	49	0	57	0	42	1	58	0
cell479	0	65	42	10	52	0	48	0	46	0	44	0	50	0	61	0	57	0	58	0	39	0	54	0	39	0	48	0	51	0
cell480	0	48	9	46	18	39	36	0	51	0	36	2	46	0	50	0	72	0	54	0	55	0	50	0	48	0	50	0	44	0
cell481	0	62	14	29	35	5	44	0	50	0	53	0	57	0	53	0	37	0	49	3	49	0	45	12	59	0	42	0	46	0
cell482	0	53	17	23	44	0	36	15	42	3	47	0	49	0	47	0	64	1	45	10	49	0	45	0	50	0	61	0	59	0
cell483	0	51	19	28	44	2	43	7	42	1	49	0	65	0	46	0	55	0	35	5	53	0	45	2	58	0	49	0	47	4
cell484	1	43	3	42	60	0	47	0	59	5	47	0	47	3	50	2	58	2	57	1	48	0	49	2	61	0	29	9	38	0
cell485	2	45	7	38	41	0	39	2	52	0	43	0	53	1	38	2	44	0	53	0	53	3	56	1	46	0	50	0	37	2
cell486	0	47	10	41	48	0	43	2	54	1	52	0	50	0	51	0	56	0	46	2	47	1	19	30	49	0	46	1	47	0
cell487	0	47	5	36	30	24	53	0	63	1	41	0	46	0	40	0	46	0	49	0	46	0	68	0	40	0	55	0	45	0
cell488	0	50	37	20	49	0	14	29	57	9	49	0	60	0	52	0	63	1	45	0	48	2	50	0	64	0	54	0	45	1
cell489	0	44	39	5	52	0	30	31	33	15	53	0	47	0	58	0	43	0	47	0	53	0	61	1	48	0	50	0	47	2
cell490	0	46	18	42	6	46	56	0	30	0	46	0	44	0	58	1	28	20	47	0	37	0	43	4	56	0	61	0	35	0
cell491	0	47	10	41	48	3	38	0	49	0	56	0	42	0	50	0	46	0	61	0	61	0	54	2	50	0	52	0	52	0
cell492	0	44	44	2	36	3	12	32	8	42	19	36	50	0	28	18	49	0	44	0	43	0	55	0	45	0	69	0	49	0
cell493	0	44	8	35	47	0	38	1	55	0	55	1	38	1	52	0	49	0	47	2	46	1	42	1	47	0	49	1	50	0
cell494	0	38	9	46	51	0	52	0	55	0	45	0	51	0	48	0	41	0	55	0	50	0	53	0	55	0	42	0	55	0
cell495	0	42	33	1	38	0	18	31	16	29	32	13	44	2	52	0	58	2	45	0	55	0	50	1	52	0	53	0	40	8
cell496	0	45	5	42	33	17	53	0	52	2	45	1	58	0	59	0	52	9	29	2	55	0	43	0	38	0	53	0	43	0
cell497	0	39	47	6	59	0	8	28	41	14	38	7	45	1	40	12	47	0	42	0	56	1	69	0	53	0	51	0	67	0
cell498	1	64	52	3	41	0	19	35	18	36	36	9	57	0	50	0	41	10	42	0	59	0	59	0	47	0	47	0	61	0
cell499	0	48	10	45	42	0	55	0	50	0	43	0	67	0	48	0	38	0	50	0	49	0	43	3	46	9	41	1	48	0
cell500	0	51	34	3	48	0	20	33	39	0	45	0	54	1	39	0	45	0	37	0	26	20	41	0	58	0	50	0	45	0
