	mut15	mut15	mut1	mut1	mut2	mut2	mut3	mut3	mut4	mut4	mut5	mut5	mut6	mut6	mut7	mut7	mut8	mut8	mut9	mut9	mut10	mut10	mut11	mut11	mut12	mut12	mut13	mut13	mut14	mut14
cell431	0	49	43	1	46	0	41	1	45	0	51	0	48	2	18	22	53	0	65	0	55	0	58	2	53	0	46	0	53	5
cell432	1	51	9	37	59	0	51	0	46	0	54	0	60	1	48	0	43	0	28	31	50	3	55	0	26	3	45	0	41	0
cell433	0	60	6	40	53	8	51	0	55	0	40	1	53	0	50	0	49	0	35	5	52	0	44	0	47	0	45	0	47	0
cell434	0	41	30	19	45	1	45	0	55	0	48	0	48	0	20	24	32	1	55	0	59	0	45	0	41	0	56	0	37	0
cell435	0	58	51	1	46	5	54	3	43	0	53	0	52	0	36	2	65	2	51	0	51	0	52	0	54	0	56	2	48	0
cell436	0	51	17	43	54	0	47	0	58	0	55	0	50	0	46	0	43	0	41	18	46	9	51	0	47	0	45	0	54	0
cell437	0	47	14	32	28	30	38	6	40	0	46	0	49	1	63	0	55	0	47	3	44	0	38	0	55	1	37	0	57	0
cell438	0	56	20	21	48	0	41	0	55	0	42	0	47	0	51	0	42	0	49	0	63	0	46	0	45	0	42	0	54	0
cell439	0	53	18	36	45	0	52	0	45	0	52	0	44	0	43	0	54	0	24	35	46	9	44	0	50	9	52	0	51	0
cell440	1	45	40	9	60	0	49	0	49	0	60	1	40	0	57	0	58	0	55	1	48	0	45	0	71	0	46	0	45	0
cell441	0	45	56	0	67	0	42	5	47	0	45	4	33	1	39	4	46	2	62	0	46	0	44	0	57	0	65	0	60	0
cell442	2	53	4	43	59	4	41	0	52	0	54	0	74	0	62	0	42	0	5	30	18	34	41	0	63	0	55	0	42	0
cell443	0	49	10	53	53	0	37	6	39	0	66	0	50	0	44	0	53	1	29	26	24	15	36	1	48	0	47	0	45	0
cell444	0	52	1	39	49	0	45	0	57	0	50	0	60	0	46	0	66	4	2	59	14	48	41	3	47	7	53	0	48	1
cell445	0	44	38	6	56	0	52	0	53	0	57	0	46	4	32	27	40	13	33	4	56	0	44	0	56	0	41	2	52	1
cell446	2	39	32	14	52	0	49	0	53	1	48	0	52	0	43	0	49	0	26	20	50	8	43	0	24	14	50	0	53	3
cell447	0	58	20	46	58	0	37	7	58	0	64	2	41	13	41	0	35	0	48	0	44	0	53	1	53	0	50	6	46	0
cell448	0	61	43	12	51	0	49	0	55	2	51	0	32	16	44	0	44	0	50	1	40	0	36	0	46	0	35	6	51	0
cell449	0	47	14	33	43	0	45	0	47	0	45	0	46	6	49	0	49	0	47	0	45	0	52	1	62	0	45	2	52	0
cell450	4	47	20	16	61	0	41	20	53	0	37	0	34	18	42	5	51	0	62	0	61	0	50	2	39	0	54	1	42	0
cell451	6	49	51	9	48	1	60	0	48	0	60	0	14	38	33	0	48	0	47	1	44	0	43	0	37	6	53	0	53	0
cell452	0	36	53	7	53	0	55	0	48	0	57	0	10	40	59	0	47	5	46	0	46	0	62	2	56	1	53	3	39	0
cell453	0	53	23	27	41	0	61	0	43	0	44	2	31	12	54	0	44	0	53	0	47	0	70	0	50	0	42	0	53	0
cell454	0	43	17	34	44	2	52	0	61	0	56	0	50	1	52	0	48	1	42	0	41	1	58	0	37	0	48	0	43	0
cell455	1	54	30	11	49	0	48	3	45	0	57	0	15	34	57	0	60	1	47	0	44	0	47	0	37	0	59	0	51	0
cell456	0	61	42	9	45	0	43	0	53	0	38	6	34	5	45	0	56	0	49	0	51	1	41	0	47	0	37	0	43	1
cell457	0	53	17	33	58	0	57	2	46	0	52	0	33	13	59	0	47	0	46	0	50	0	64	0	52	0	42	0	60	0
cell458	1	41	46	6	43	0	52	2	58	0	61	0	57	0	23	27	23	35	53	0	45	1	52	0	52	0	50	0	47	1
cell459	0	61	7	36	51	0	60	2	42	0	43	0	47	0	50	0	57	0	48	5	53	0	66	0	62	0	54	0	43	1
cell460	3	46	58	0	51	0	39	1	38	3	50	0	48	0	42	3	53	0	48	0	41	4	50	0	58	0	46	0	49	0
cell461	1	51	9	28	50	0	45	0	48	0	56	0	54	0	36	10	51	3	51	0	49	0	46	1	48	0	56	6	53	0
cell462	0	60	14	31	36	0	53	0	58	0	48	0	26	20	40	0	53	0	41	1	58	0	37	22	51	1	47	1	42	4
cell463	1	53	19	33	34	0	44	0	64	0	50	0	46	0	51	2	60	0	20	28	22	17	47	0	46	1	45	0	70	0
cell464	0	52	0	45	35	17	45	0	55	0	62	0	37	0	39	0	65	1	43	0	61	0	52	0	66	0	50	0	49	0
cell465	0	52	44	13	51	1	54	0	55	0	54	0	55	3	53	7	47	0	51	0	47	0	42	0	53	0	53	2	38	0
cell466	5	49	35	8	41	0	48	0	51	0	40	1	37	13	45	0	45	0	42	0	55	3	47	0	50	2	52	0	48	0
cell467	0	69	26	19	49	0	62	0	49	2	50	0	51	0	27	13	46	1	49	0	64	0	48	1	57	0	52	0	39	4
cell468	0	42	35	13	49	0	37	0	56	0	42	0	44	0	45	0	71	0	42	10	76	0	47	0	54	0	52	0	55	0
cell469	0	76	39	16	54	0	62	0	35	0	45	0	39	0	19	23	52	0	43	2	48	0	52	0	48	0	54	0	41	0
cell470	0	50	3	46	52	0	48	0	43	0	42	3	53	0	52	0	46	0	26	34	10	20	50	0	60	0	44	0	45	0
cell471	0	42	10	41	58	0	52	0	48	0	50	22	38	5	34	10	49	0	71	0	42	0	61	0	48	0	49	1	46	0
cell472	0	49	1	48	44	7	59	2	34	13	48	1	54	0	51	0	45	0	48	0	36	0	52	0	55	3	52	0	41	1
cell473	0	61	39	7	51	0	62	0	65	0	61	0	63	0	49	8	39	15	40	2	36	0	53	0	63	0	39	0	49	0
cell474	0	37	27	24	46	0	49	0	58	0	44	0	53	0	15	33	39	2	49	0	59	0	55	0	60	4	37	13	51	0
cell475	1	40	35	14	61	1	49	2	52	0	46	0	20	32	44	0	45	0	52	0	50	0	47	0	53	0	46	0	46	0
cell476	0	54	13	37	46	0	42	4	46	0	58	4	54	0	40	4	45	0	52	0	42	0	43	0	39	0	34	3	37	0
cell477	0	50	6	52	23	27	45	0	58	0	46	0	44	0	47	2	51	0	42	0	52	2	50	0	59	1	44	0	50	0
cell478	1	45	43	12	58	0	59	0	44	0	43	0	49	0	8	51	23	24	54	1	47	0	42	0	46	0	31	2	52	0
cell479	0	45	51	13	44	1	44	12	44	0	55	0	49	15	62	0	48	0	55	2	48	0	49	0	42	0	51	1	51	0
cell480	0	47	45	5	52	0	53	0	48	0	50	0	47	7	41	0	54	0	57	0	44	0	47	0	50	0	56	0	43	2
cell481	0	35	52	8	54	0	54	0	48	0	43	0	52	0	44	17	47	2	51	0	49	0	54	0	44	0	50	5	55	0
cell482	0	56	25	42	59	1	52	0	42	0	57	1	39	10	43	0	51	0	61	0	57	0	47	0	46	2	45	0	57	0
cell483	0	62	30	21	17	31	41	7	36	16	49	5	43	1	52	0	47	0	47	4	54	5	49	0	50	0	56	0	44	6
cell484	1	44	48	3	48	3	57	0	54	0	53	0	59	2	48	0	50	0	47	2	61	0	48	7	44	0	51	0	43	0
cell485	0	46	25	30	43	1	49	0	53	0	50	0	44	0	56	1	63	0	15	40	42	3	43	0	45	1	47	0	61	0
cell486	0	46	31	18	46	0	47	7	47	0	32	26	54	1	58	0	63	0	43	0	56	0	51	0	49	0	54	0	52	0
cell487	0	31	40	6	48	1	62	0	54	0	51	1	50	0	38	0	45	1	44	7	40	1	44	0	54	0	51	0	53	0
cell488	0	52	25	22	48	0	50	1	52	0	59	1	59	0	54	0	44	1	51	0	52	0	43	0	61	0	39	0	38	0
cell489	0	44	46	1	43	0	47	1	55	0	50	0	13	35	53	0	42	0	61	1	46	0	58	2	49	0	46	0	56	0
cell490	0	56	0	44	72	0	57	0	49	0	56	3	49	3	60	1	49	2	31	19	28	14	61	0	57	0	61	0	47	0
cell491	0	43	36	15	45	0	60	0	57	0	41	0	34	22	54	0	47	0	43	0	41	0	44	2	42	1	62	0	63	0
cell492	0	59	2	52	3	46	50	0	18	29	43	0	40	0	53	0	43	3	38	0	65	0	47	0	55	0	51	0	26	13
cell493	0	40	44	0	53	0	50	0	56	0	63	0	52	0	10	60	29	18	46	0	51	1	56	0	40	1	50	0	52	4
cell494	1	47	27	16	54	1	48	0	50	0	44	10	44	9	44	0	53	0	47	0	33	1	44	0	53	0	47	0	49	0
cell495	0	58	37	5	51	0	51	0	43	2	33	0	54	0	8	36	24	22	45	1	53	3	42	1	59	0	57	0	40	1
cell496	0	43	55	5	52	0	56	1	53	2	37	21	41	4	51	0	67	0	61	1	40	0	50	0	43	0	41	2	49	0
cell497	0	54	14	48	52	1	60	0	48	1	22	28	49	9	49	0	52	0	53	0	46	2	49	0	50	0	56	0	48	0
cell498	1	51	18	34	48	0	44	7	45	0	52	1	68	0	45	2	66	0	45	0	49	0	50	0	41	3	53	0	62	0
cell499	0	50	21	24	29	14	62	0	39	15	43	1	48	0	40	0	70	0	56	0	42	2	38	0	41	0	48	0	39	6
cell500	0	43	9	37	54	0	46	2	46	0	48	0	44	0	59	0	46	0	40	11	46	5	55	0	54	3	50	0	59	0
