	mut15	mut15	mut1	mut1	mut2	mut2	mut3	mut3	mut4	mut4	mut5	mut5	mut6	mut6	mut7	mut7	mut8	mut8	mut9	mut9	mut10	mut10	mut11	mut11	mut12	mut12	mut13	mut13	mut14	mut14
cell431	0	42	43	6	42	0	54	0	47	1	1	62	44	6	45	4	40	0	39	0	45	6	26	23	52	15	53	0	45	0
cell432	1	43	58	0	45	0	52	0	46	0	11	34	65	0	45	8	45	0	55	0	43	2	43	1	42	0	47	0	35	0
cell433	0	50	39	2	53	0	46	3	44	0	1	55	43	6	38	18	54	0	38	3	47	0	44	0	43	0	52	0	40	0
cell434	0	43	31	12	54	1	60	0	47	1	47	0	52	0	46	0	56	0	55	0	45	3	39	0	48	0	52	0	49	0
cell435	0	49	17	38	16	34	14	40	19	33	60	4	52	0	72	0	62	0	47	0	46	0	54	0	53	0	40	0	52	0
cell436	0	57	4	42	12	27	43	0	36	0	52	0	40	0	58	0	43	0	46	0	49	0	46	3	44	0	44	5	58	0
cell437	0	64	43	0	50	0	40	1	42	0	8	37	24	25	53	2	50	0	44	1	70	0	56	0	52	0	43	0	39	5
cell438	2	66	32	7	46	0	43	0	50	0	45	1	49	0	38	0	61	0	47	0	42	0	39	0	59	0	54	0	54	0
cell439	1	55	52	3	56	0	59	0	58	0	45	0	65	0	67	0	38	0	47	0	50	0	54	0	47	0	45	0	47	5
cell440	0	47	44	1	55	0	61	0	54	0	7	45	39	8	55	0	47	12	47	0	40	0	57	0	53	0	50	0	58	0
cell441	0	48	37	3	44	0	39	1	44	0	1	43	52	20	59	0	48	0	56	1	64	0	32	19	42	3	54	0	44	0
cell442	0	43	48	0	54	0	51	0	42	0	15	34	43	9	45	0	57	0	46	0	46	4	49	0	48	0	61	1	44	0
cell443	3	34	54	2	53	0	43	2	33	0	6	54	29	20	51	0	50	1	63	0	38	0	42	0	52	0	52	0	42	0
cell444	0	56	1	34	6	42	15	34	37	20	49	0	45	0	40	2	39	0	45	0	22	12	42	0	54	0	38	0	35	5
cell445	0	67	52	0	59	0	56	0	43	0	10	50	53	2	42	0	46	0	44	0	65	2	54	0	50	0	51	0	61	0
cell446	0	52	46	0	37	1	44	1	49	0	23	22	44	5	51	0	56	0	53	0	56	1	15	29	26	29	63	0	38	1
cell447	0	50	11	43	56	0	59	0	69	1	47	3	46	0	50	0	53	0	39	12	48	0	50	0	43	5	44	3	52	0
cell448	5	50	56	0	42	0	56	0	48	1	12	42	42	8	29	18	35	0	37	0	54	4	66	0	41	0	49	0	41	0
cell449	0	47	53	0	45	1	47	0	59	3	5	43	16	24	50	1	39	0	44	1	47	0	32	16	41	2	60	1	54	1
cell450	1	58	42	0	48	0	45	0	55	2	12	33	32	18	31	23	52	0	50	0	48	12	46	0	45	0	58	0	57	2
cell451	0	52	46	0	46	0	49	0	45	0	35	21	56	2	39	0	54	0	48	0	59	1	58	1	51	0	57	0	49	0
cell452	0	54	41	0	43	0	42	0	40	0	2	52	20	33	49	0	36	12	57	0	55	0	59	0	54	0	43	0	46	0
cell453	0	51	7	46	28	15	48	1	46	0	52	0	44	0	46	0	42	0	54	0	39	0	40	0	46	0	54	0	48	0
cell454	0	62	49	0	46	0	38	7	56	0	3	58	39	6	35	22	55	0	35	14	55	0	43	4	57	0	54	0	47	2
cell455	0	54	51	1	67	0	54	0	46	5	26	24	23	28	43	0	60	0	36	0	46	0	42	0	50	2	47	0	44	10
cell456	0	40	52	1	44	0	55	0	53	0	38	11	50	0	57	0	46	0	47	0	50	1	36	0	41	3	56	0	49	0
cell457	2	50	24	34	50	16	36	3	44	2	58	0	47	0	43	0	47	0	52	0	51	0	52	0	50	0	36	0	37	0
cell458	0	60	41	0	51	6	49	0	46	2	4	54	14	29	44	0	33	31	62	0	49	1	61	0	42	0	56	0	55	0
cell459	0	44	10	36	44	0	59	1	55	0	62	0	53	0	57	0	61	0	41	1	51	0	53	0	47	0	26	23	48	0
cell460	1	45	41	0	53	0	58	0	51	1	1	43	50	8	48	2	66	0	39	9	42	0	57	0	46	0	45	1	57	0
cell461	0	70	3	51	55	0	44	0	42	0	50	0	43	2	43	0	35	0	56	1	49	0	49	1	47	0	55	1	54	0
cell462	0	48	25	27	46	5	62	0	48	0	49	0	50	0	54	0	64	0	46	0	52	0	54	1	38	0	58	1	63	2
cell463	0	52	16	39	22	26	27	21	36	13	49	0	47	1	45	2	51	0	46	0	46	2	50	1	55	0	57	0	50	0
cell464	0	48	38	0	45	0	54	0	54	0	8	45	50	4	47	18	52	0	34	17	41	0	45	0	41	0	66	0	49	0
cell465	0	56	20	26	59	0	57	0	42	2	51	0	40	2	38	1	48	0	43	0	52	0	61	0	47	0	42	0	48	1
cell466	0	54	3	35	41	24	50	0	52	0	44	0	54	0	55	0	57	0	65	0	47	1	41	0	44	0	66	0	57	0
cell467	0	45	45	0	55	0	42	0	53	0	19	38	15	41	60	0	37	4	57	1	53	1	53	3	35	0	64	0	61	0
cell468	0	42	60	0	52	0	48	0	42	0	12	17	38	10	52	0	45	6	52	0	47	0	63	0	44	0	46	0	41	0
cell469	0	48	61	0	40	0	40	1	47	0	2	56	45	11	33	27	50	0	44	4	68	0	39	0	35	0	55	0	57	0
cell470	0	51	28	20	43	0	31	9	52	1	52	0	45	0	52	0	53	0	52	0	56	0	61	0	37	0	48	1	44	2
cell471	1	39	47	3	44	0	43	0	48	0	15	36	26	26	44	1	53	1	49	0	42	2	33	0	43	0	51	0	32	18
cell472	0	51	31	28	17	26	46	0	61	0	53	1	49	0	49	0	50	0	40	0	36	0	52	0	47	0	43	0	46	0
cell473	0	42	55	0	40	0	43	0	35	0	0	40	29	9	48	0	17	36	45	0	43	0	46	9	48	1	39	0	58	0
cell474	3	51	2	46	24	25	32	18	50	6	51	0	48	0	47	1	50	0	43	1	57	0	46	0	47	0	45	1	60	0
cell475	0	48	63	0	40	3	39	0	65	0	12	40	39	2	28	17	37	0	48	6	47	1	51	0	58	0	47	0	49	0
cell476	0	50	56	1	40	0	41	3	43	0	13	35	11	32	56	0	49	0	56	0	45	1	43	0	57	0	41	1	22	20
cell477	0	37	50	0	48	0	46	0	52	0	15	43	37	6	44	12	51	0	43	0	56	0	55	1	54	0	51	0	47	0
cell478	0	46	8	50	25	25	36	11	35	9	42	0	55	0	52	6	53	0	45	1	49	0	40	0	62	0	44	10	54	0
cell479	1	56	32	21	18	28	26	26	51	8	51	0	58	0	58	0	43	1	43	0	34	0	35	2	51	0	54	0	41	4
cell480	0	51	45	0	52	0	53	3	56	2	3	60	49	0	15	40	54	0	44	0	45	0	46	2	54	0	51	0	62	0
cell481	0	36	56	2	54	0	59	0	56	0	12	40	58	7	49	1	48	0	61	2	58	0	46	3	62	0	57	0	44	0
cell482	0	54	44	0	39	0	55	0	54	0	0	42	14	42	54	3	46	0	53	0	46	0	49	0	49	0	46	0	43	7
cell483	0	43	46	0	44	0	41	3	45	0	1	38	26	23	43	9	50	0	48	0	52	5	49	3	37	3	45	2	53	0
cell484	2	49	62	0	60	0	54	0	53	0	40	0	49	0	59	0	49	0	44	0	46	2	53	2	43	0	44	4	50	0
cell485	0	56	42	1	58	0	49	0	55	0	11	39	51	6	15	24	44	0	47	0	7	51	54	0	52	0	47	0	61	0
cell486	0	42	52	1	50	0	54	0	39	0	28	33	26	4	52	0	61	0	39	0	49	1	36	7	68	0	60	0	44	0
cell487	0	48	34	11	53	0	53	0	61	0	15	39	61	0	58	0	45	5	40	0	40	0	22	40	36	23	46	0	60	0
cell488	0	53	47	0	42	3	47	0	60	0	14	39	16	20	46	0	37	0	54	0	47	0	40	7	41	0	49	0	57	0
cell489	0	52	4	51	19	16	22	24	49	0	41	0	56	1	50	2	48	0	46	2	55	0	65	0	41	0	47	0	58	0
cell490	0	53	5	47	19	31	41	14	47	0	41	1	47	0	52	0	47	0	46	0	56	0	39	1	52	0	47	0	41	1
cell491	0	53	56	0	54	0	48	1	45	0	51	0	52	0	57	0	35	4	46	0	38	0	34	4	54	0	52	0	41	0
cell492	0	44	47	0	44	0	50	0	53	0	4	57	41	4	49	0	48	0	49	1	40	2	45	0	43	2	44	1	47	0
cell493	0	45	6	39	12	37	25	26	37	9	59	0	60	0	54	0	56	0	59	0	38	0	55	0	56	0	41	0	68	0
cell494	0	49	14	37	47	12	34	25	43	6	54	0	48	0	53	0	55	0	51	0	59	0	47	0	30	2	56	0	48	0
cell495	0	56	18	38	40	9	31	11	50	0	62	2	42	0	42	0	52	0	58	0	45	3	60	0	54	2	55	1	60	0
cell496	0	65	30	33	29	7	39	10	48	0	55	0	44	0	43	0	45	1	47	0	47	0	34	4	58	0	54	0	46	0
cell497	0	51	65	0	55	0	55	2	42	0	45	0	54	0	47	0	56	0	60	0	40	0	51	0	47	0	45	0	50	0
cell498	0	57	56	1	55	1	45	1	35	0	44	16	48	0	54	0	42	0	36	0	55	0	67	0	49	0	52	0	51	0
cell499	0	61	10	43	36	17	46	10	56	1	53	0	56	0	50	0	53	0	47	1	40	0	52	0	46	0	58	1	51	0
cell500	2	37	52	2	45	0	36	0	38	6	29	29	27	24	43	1	43	0	50	0	54	0	43	0	44	0	53	0	44	2
