	mut15	mut15	mut1	mut1	mut2	mut2	mut3	mut3	mut4	mut4	mut5	mut5	mut6	mut6	mut7	mut7	mut8	mut8	mut9	mut9	mut10	mut10	mut11	mut11	mut12	mut12	mut13	mut13	mut14	mut14
cell431	0	41	23	23	43	0	51	0	49	0	56	0	54	1	59	0	43	0	45	0	54	0	45	0	62	0	62	0	42	0
cell432	0	45	5	32	52	0	54	0	24	17	71	0	56	0	46	0	29	17	47	0	44	5	47	5	50	0	41	3	59	0
cell433	6	42	18	26	50	0	31	34	58	0	34	18	40	24	45	0	52	0	44	0	62	0	43	0	45	0	52	0	56	0
cell434	0	64	0	51	34	3	48	2	12	35	47	0	50	0	53	0	39	19	38	0	35	19	37	18	47	7	50	7	55	2
cell435	0	55	8	51	28	11	53	0	21	37	46	5	56	0	45	2	33	19	50	0	56	0	51	0	56	0	61	0	49	1
cell436	1	38	16	26	47	0	21	28	53	0	43	7	40	0	50	5	34	4	51	0	53	0	65	0	53	0	55	0	51	2
cell437	2	38	44	0	45	0	43	0	51	0	57	0	50	0	35	3	49	0	5	48	48	9	56	0	56	0	47	0	43	5
cell438	0	32	5	24	41	9	47	0	25	21	43	2	51	0	50	0	36	10	42	0	52	2	48	1	45	0	43	0	48	0
cell439	0	42	44	0	50	0	52	2	65	0	69	0	52	0	47	0	41	7	14	44	47	0	52	0	36	0	57	0	37	0
cell440	0	44	51	0	53	6	61	3	52	0	73	0	61	0	55	7	50	3	19	28	42	0	54	0	58	0	45	0	47	0
cell441	1	58	3	40	21	20	50	0	47	0	54	0	43	0	53	0	43	0	48	0	54	0	53	0	45	2	55	0	45	0
cell442	0	46	30	16	47	0	52	0	65	0	46	0	58	3	54	2	52	0	36	0	55	0	48	0	56	1	55	0	42	0
cell443	0	51	3	40	35	8	55	0	18	41	42	0	45	0	49	0	26	27	58	1	29	16	40	11	61	1	35	0	62	0
cell444	0	38	4	42	49	4	40	0	35	17	36	0	46	0	43	0	30	17	44	0	53	0	59	0	60	0	42	0	45	0
cell445	1	51	4	54	54	0	23	28	51	1	14	42	16	20	39	8	49	0	46	0	47	1	43	0	52	2	52	0	51	0
cell446	1	51	53	0	45	0	48	0	47	1	59	0	52	0	49	0	53	0	12	36	55	0	49	10	32	12	52	0	54	0
cell447	0	43	1	36	17	32	53	1	60	0	52	0	56	0	43	0	56	0	54	0	52	0	49	2	51	0	40	0	48	0
cell448	1	43	8	45	43	2	62	0	19	37	51	2	44	2	54	0	34	19	55	0	17	36	43	7	47	0	26	19	48	1
cell449	0	45	0	55	30	17	39	0	25	24	65	0	55	2	47	1	29	22	43	0	43	6	43	0	42	0	48	3	50	0
cell450	4	54	12	33	39	9	46	0	30	18	35	0	43	0	59	0	25	21	53	0	48	0	53	0	40	0	45	2	55	0
cell451	0	40	13	47	48	0	51	0	26	24	35	0	56	0	57	0	14	31	58	0	37	2	43	1	52	0	58	0	48	0
cell452	0	50	3	59	43	0	4	39	54	0	18	53	28	17	43	0	50	0	54	0	50	0	58	0	52	0	40	0	42	0
cell453	0	53	5	59	43	8	53	0	33	22	53	0	35	0	55	0	35	11	41	0	32	32	42	6	51	0	31	19	44	0
cell454	0	39	9	31	46	0	43	23	48	0	49	0	49	0	34	0	64	0	57	1	40	0	42	0	56	0	43	0	44	1
cell455	0	46	9	31	49	0	23	37	48	0	21	26	65	0	62	0	39	2	61	0	39	0	62	0	38	0	52	0	37	16
cell456	0	51	39	14	62	1	49	0	54	0	51	2	51	0	54	1	56	0	46	0	53	0	46	0	46	0	50	0	48	0
cell457	0	49	32	15	48	0	48	12	56	1	54	1	56	0	49	0	50	0	36	1	47	2	41	0	54	0	44	0	51	0
cell458	0	45	59	2	47	1	51	0	39	1	55	0	43	0	44	0	43	0	72	0	40	1	43	0	57	0	43	0	44	0
cell459	0	47	16	30	59	1	15	35	53	0	49	5	40	0	41	0	50	0	48	0	44	0	48	0	62	0	53	1	40	6
cell460	0	47	17	33	48	3	64	0	14	39	63	0	53	1	41	0	22	32	49	0	24	34	55	4	43	2	56	0	52	0
cell461	0	44	7	48	37	8	50	2	10	34	52	0	47	0	40	0	38	11	49	0	33	8	49	0	52	0	62	0	49	0
cell462	0	57	1	56	50	2	39	18	50	0	27	23	46	3	41	17	49	2	65	0	46	0	39	0	60	0	46	0	51	0
cell463	2	55	19	43	40	6	51	1	24	27	61	0	43	0	55	2	27	26	55	0	28	11	42	7	45	0	35	17	55	0
cell464	0	43	1	49	29	14	58	1	24	37	37	0	56	0	50	0	39	0	40	3	52	0	47	0	66	0	45	0	48	0
cell465	0	42	13	43	43	1	48	1	30	19	45	0	56	0	52	0	43	8	48	0	38	16	47	1	46	2	42	7	59	0
cell466	0	46	18	24	51	9	51	0	28	26	65	0	54	0	51	0	25	19	48	1	34	5	32	8	46	3	48	5	60	0
cell467	0	51	16	51	47	10	62	0	39	20	52	0	60	0	44	0	27	29	47	0	39	12	55	1	42	2	45	3	64	0
cell468	0	59	0	53	51	3	52	0	7	50	44	8	50	0	44	0	20	32	56	0	37	15	32	7	57	0	46	0	48	0
cell469	0	52	12	33	54	0	15	29	61	0	29	31	48	0	62	0	55	0	61	0	58	0	50	0	56	5	58	0	40	20
cell470	0	46	1	57	56	0	17	38	36	2	31	35	23	27	48	10	52	0	39	0	60	0	49	0	53	0	41	0	40	0
cell471	0	40	0	43	45	0	5	54	34	0	36	13	58	10	36	4	58	0	37	0	54	0	49	0	42	0	53	0	47	0
cell472	0	61	4	36	34	17	55	1	31	12	54	0	49	0	44	0	51	1	42	0	42	1	45	0	59	0	57	0	45	0
cell473	0	49	7	50	58	1	49	1	12	30	60	0	47	0	40	0	21	34	51	0	36	14	59	1	44	0	57	0	49	0
cell474	0	56	11	40	38	9	55	0	48	0	42	0	49	0	55	0	38	1	52	0	57	3	43	0	56	0	56	0	52	1
cell475	0	42	16	30	39	11	48	0	35	21	50	0	46	0	55	0	56	11	56	0	53	0	47	1	65	0	44	0	41	2
cell476	0	38	10	44	41	12	52	0	25	22	47	0	55	0	51	0	30	14	55	0	51	0	54	0	57	0	33	0	49	0
cell477	0	40	0	54	32	9	55	0	17	25	34	1	43	0	61	0	22	35	55	1	26	20	47	0	58	0	52	0	62	0
cell478	1	45	8	36	45	0	15	44	51	0	11	30	28	22	34	1	62	0	42	1	38	0	63	0	46	0	49	0	50	0
cell479	0	56	13	33	46	6	33	19	56	0	34	16	33	4	53	0	47	0	52	0	48	0	40	0	58	0	46	0	35	9
cell480	4	51	1	52	57	0	9	41	49	0	14	24	22	21	47	1	47	0	38	1	57	0	68	1	47	0	41	0	41	0
cell481	0	45	44	2	70	0	42	0	63	0	46	0	52	0	49	0	58	0	39	0	54	2	52	10	53	0	46	0	57	0
cell482	0	61	28	27	55	1	48	0	44	12	47	0	55	2	56	0	26	24	49	0	49	1	50	0	48	1	54	0	55	0
cell483	0	51	10	52	69	2	56	0	26	22	43	0	62	0	51	0	35	7	32	0	30	21	40	5	48	7	54	8	47	0
cell484	4	47	53	0	45	0	60	0	52	0	50	0	59	1	39	0	40	0	1	46	59	0	45	0	18	43	43	0	57	3
cell485	0	40	43	14	49	4	60	0	57	0	57	2	41	0	51	0	50	1	37	0	50	0	53	0	46	0	46	0	36	0
cell486	0	46	58	0	47	1	49	0	61	0	46	5	46	8	48	2	58	0	34	10	51	0	48	0	43	9	65	0	51	0
cell487	0	48	38	19	59	2	48	1	48	2	46	2	45	0	48	0	43	2	50	0	36	0	60	0	55	0	53	0	53	0
cell488	2	45	5	46	40	0	49	0	13	33	47	0	45	0	60	4	8	41	48	0	19	34	57	0	47	0	40	8	44	0
cell489	0	56	1	65	46	0	19	39	46	0	23	24	57	0	56	0	57	0	42	0	51	0	57	0	47	0	51	6	48	0
cell490	4	54	1	55	49	5	43	0	5	19	44	0	50	0	39	1	12	31	48	0	41	14	31	18	43	3	42	0	49	0
cell491	0	51	15	39	43	8	52	0	43	11	49	5	53	0	38	1	64	0	48	0	43	8	46	0	47	0	54	0	56	0
cell492	0	45	2	61	57	0	21	31	59	1	4	52	41	18	39	19	46	1	45	0	51	0	58	0	59	0	49	3	61	0
cell493	0	52	49	0	36	0	42	0	39	0	45	0	54	0	56	0	51	0	17	32	42	0	55	0	55	0	38	0	63	0
cell494	2	61	15	38	57	0	25	32	66	0	37	11	45	7	29	8	50	0	56	0	42	0	54	0	49	0	39	0	51	0
cell495	0	47	4	40	35	2	49	3	48	0	52	0	40	0	45	0	36	1	53	0	70	0	44	1	44	0	41	0	53	0
cell496	0	45	14	37	47	0	40	6	65	0	49	0	46	0	54	0	45	0	50	2	38	0	60	1	34	0	48	0	51	0
cell497	2	51	53	0	59	0	51	0	48	0	64	0	45	1	49	0	48	0	8	37	53	0	48	0	52	0	53	0	49	0
cell498	6	47	24	28	52	0	18	22	35	0	30	21	50	1	53	0	63	0	59	0	54	0	43	0	52	0	47	0	40	6
cell499	0	55	0	50	46	0	54	0	56	3	42	0	43	0	63	0	51	0	48	0	44	3	39	0	56	0	41	1	53	3
cell500	0	58	58	0	47	0	45	0	47	0	53	0	52	2	47	0	42	1	26	19	50	0	53	0	42	0	51	0	41	0
